header.poType,header.purchaseOrderNumber,header.receivedDate,header.sellerContactInfo.companyName,header.status,header.totalAmountDue
Standard,GQA10000202,Wed Jan 13 07:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000203,Wed Jan 13 07:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000229,Wed Jan 13 07:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000230,Wed Jan 13 07:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000231,Wed Jan 13 07:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000232,Wed Jan 13 07:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000233,Wed Jan 13 07:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000234,Wed Jan 13 07:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000235,Wed Jan 13 07:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000236,Wed Jan 13 07:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000237,Wed Jan 13 07:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000238,Wed Jan 13 07:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000119,Mon Jan 04 10:25:34 EST 2016,Luxelite LLC,RECEIVED,137.0
Standard,GQA10000120,Mon Jan 04 10:30:32 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000123,Tue Jan 05 16:31:03 EST 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000282,Sat Jan 23 01:35:09 EST 2016,Luxelite LLC,RECEIVED,137.0
Standard,GQA10000295,Fri Jan 29 13:21:06 EST 2016,Luxelite LLC,RECEIVED,45.0
Standard,GQA10000298,Wed Feb 03 14:37:31 EST 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000304,Wed Feb 10 10:50:00 EST 2016,Luxelite LLC,CLOSED,374.0
Standard,GQA10000305,Wed Feb 10 11:35:52 EST 2016,Luxelite LLC,RECEIVED,2710.0
Standard,GQA10000306,Wed Feb 10 13:05:10 EST 2016,Luxelite LLC,RECEIVED,124.0
Standard,GQA10000308,Wed Feb 10 13:20:09 EST 2016,Luxelite LLC,CANCELED,0.0
Standard,GQA10000313,Thu Feb 11 01:07:02 EST 2016,Luxelite LLC,CLOSED,134.0
Standard,GQA10000314,Thu Feb 11 01:24:57 EST 2016,Luxelite LLC,RECEIVED,227.0
Standard,GQA10000570,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000027,Tue Nov 17 03:28:30 EST 2015,Luxelite LLC,CANCEL_PENDING,511.0
Standard,GQA10000552,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000028,Tue Nov 17 11:59:10 EST 2015,Luxelite LLC,CANCEL_PENDING,271.0
Standard,GQA10000030,Mon Nov 23 13:10:23 EST 2015,Luxelite LLC,RECEIVE_FAILED,90.0
Standard,GQA10000031,Mon Nov 23 13:21:31 EST 2015,Luxelite LLC,RECEIVE_FAILED,90.0
Standard,GQA10000032,Tue Nov 24 09:43:57 EST 2015,Luxelite LLC,RECEIVE_FAILED,90.0
Standard,GQA10000035,Tue Dec 15 10:07:55 EST 2015,Luxelite LLC,RECEIVE_FAILED,82.0
Standard,GQA10000034,Mon Dec 14 08:39:09 EST 2015,Luxelite LLC,CANCEL_PENDING,134.0
Standard,GQA10000037,Tue Dec 15 11:01:04 EST 2015,Luxelite LLC,RECEIVE_FAILED,70.0
Standard,GQA10000036,Tue Dec 15 10:26:16 EST 2015,Luxelite LLC,RECEIVE_FAILED,134.0
Standard,GQA10000039,Wed Dec 16 00:32:56 EST 2015,Luxelite LLC,RECEIVE_FAILED,90.0
Standard,GQA10000038,Tue Dec 15 11:04:04 EST 2015,Luxelite LLC,RECEIVE_FAILED,132.66
Standard,GQA10000551,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000557,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000042,Wed Dec 16 00:58:08 EST 2015,Luxelite LLC,RECEIVE_FAILED,90.0
Standard,GQA10000043,Wed Dec 16 01:04:37 EST 2015,Luxelite LLC,RECEIVE_FAILED,90.0
Standard,GQA10000046,Wed Dec 16 03:20:14 EST 2015,Luxelite LLC,CANCEL_PENDING,90.0
Standard,GQA10000044,Wed Dec 16 01:07:54 EST 2015,Luxelite LLC,RECEIVE_FAILED,134.0
Standard,GQA10000047,Wed Dec 16 03:25:14 EST 2015,Luxelite LLC,RECEIVE_FAILED,90.0
Standard,GQA10000048,Wed Dec 16 08:35:43 EST 2015,Luxelite LLC,CANCEL_PENDING,90.0
Standard,GQA10000045,Wed Dec 16 01:10:34 EST 2015,Luxelite LLC,CANCELED,409.05
Standard,GQA10000049,Thu Dec 17 02:49:59 EST 2015,Luxelite LLC,CANCEL_PENDING,90.0
Standard,GQA10000050,Thu Dec 17 04:34:32 EST 2015,Luxelite LLC,CANCEL_PENDING,90.0
Standard,GQA10000061,Wed Dec 23 02:28:02 EST 2015,Luxelite LLC,RECEIVE_FAILED,103.0
Standard,GQA10000051,Thu Dec 17 04:55:18 EST 2015,Luxelite LLC,RECEIVE_FAILED,89.1
Standard,GQA10000052,Mon Dec 21 01:23:49 EST 2015,Luxelite LLC,RECEIVED,134.0
Standard,GQA10000062,Wed Dec 23 03:03:57 EST 2015,Luxelite LLC,CANCELED,103.0
Standard,GQA10000430,Mon Feb 15 11:29:42 EST 2016,Luxelite LLC,CANCEL_PENDING,90.0
Standard,GQA10000063,Thu Dec 24 07:52:57 EST 2015,Luxelite LLC,RECEIVED,130.68
Standard,GQA10000947,Wed Mar 09 03:01:34 EST 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000943,Fri Mar 04 11:32:05 EST 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000917,Wed Mar 02 03:09:29 EST 2016,Luxelite LLC1,RECEIVE_FAILED,5.49
Standard,GQA10000055,Wed Dec 23 02:19:02 EST 2015,Luxelite LLC,RECEIVED,153.0
Standard,GQA10000942,Fri Mar 04 10:29:51 EST 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000059,Wed Dec 23 02:23:10 EST 2015,Luxelite LLC,RECEIVED,274.0
Standard,GQA10000064,Thu Dec 24 08:25:16 EST 2015,Luxelite LLC,RECEIVED,131.67
Standard,GQA10000598,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000938,Fri Mar 04 00:15:45 EST 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000068,Tue Dec 29 02:10:10 EST 2015,Luxelite LLC,RECEIVED,262.0
Standard,GQA10000556,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000069,Tue Dec 29 08:33:29 EST 2015,Luxelite LLC,RECEIVED,181.0
Standard,GQA10000555,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000554,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000569,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000935,Thu Mar 03 15:14:47 EST 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000926,Thu Mar 03 10:17:45 EST 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000081,Wed Dec 30 13:26:34 EST 2015,Luxelite LLC,RELEASED,137.0
Standard,GQA10000076,Wed Dec 30 12:58:53 EST 2015,Luxelite LLC,CANCELED,134.0
Standard,GQA10000077,Wed Dec 30 13:00:52 EST 2015,Luxelite LLC,RELEASED,132.66
Standard,GQA10000078,Wed Dec 30 13:20:10 EST 2015,Luxelite LLC,RECEIVED,153.0
Standard,GQA10000541,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000538,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000084,Thu Dec 31 00:55:36 EST 2015,Luxelite LLC,RELEASED,117200.0
Standard,GQA10000085,Thu Dec 31 00:59:51 EST 2015,Luxelite LLC,RECEIVED,18420.0
Standard,GQA10001378,Wed Apr 06 00:26:40 EDT 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10001376,Wed Apr 06 00:21:17 EDT 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000088,Thu Dec 31 01:12:42 EST 2015,Luxelite LLC,CANCELED,377.0
Standard,GQA10000536,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000089,Thu Dec 31 01:40:00 EST 2015,Luxelite LLC,RECEIVED,0.0
Standard,GQA10000090,Thu Dec 31 02:06:12 EST 2015,Luxelite LLC,CANCELED,134.0
Standard,GQA10000091,Thu Dec 31 02:07:23 EST 2015,Luxelite LLC,RECEIVED,153.0
Standard,GQA10000094,Thu Dec 31 02:16:06 EST 2015,Luxelite LLC,RELEASED,1258.0
Standard,GQA10000096,Thu Dec 31 02:30:36 EST 2015,Luxelite LLC,RECEIVE_FAILED,137.0
Standard,GQA10000097,Thu Dec 31 02:31:53 EST 2015,Luxelite LLC,RECEIVED,240.0
Standard,GQA10000098,Thu Dec 31 03:03:59 EST 2015,Luxelite LLC,RECEIVED,274.0
Standard,GQA10000661,Fri Feb 19 03:07:15 EST 2016,Luxelite LLC1,RECEIVED,90.0
Standard,GQA10000440,Tue Feb 16 11:34:18 EST 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000102,Thu Dec 31 07:45:05 EST 2015,Luxelite LLC,RECEIVE_FAILED,511.0
Standard,GQA10000117,Mon Jan 04 01:47:02 EST 2016,Luxelite LLC,RELEASED,90.0
Standard,GQA10000535,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000103,Thu Dec 31 08:24:29 EST 2015,Luxelite LLC,RECEIVED,708.0
Standard,GQA10000104,Thu Dec 31 08:40:05 EST 2015,Luxelite LLC,RECEIVED,574.0
Standard,GQA10000105,Sun Jan 03 12:32:54 EST 2016,Luxelite LLC,RECEIVE_FAILED,1392.0
Standard,GQA10000112,Sun Jan 03 15:46:29 EST 2016,Luxelite LLC,RECEIVED,294.0
Standard,GQA10000113,Mon Jan 04 01:26:36 EST 2016,Luxelite LLC,RECEIVED,134.0
Standard,GQA10000114,Mon Jan 04 01:28:39 EST 2016,Luxelite LLC,CANCELED,0.0
Standard,GQA10000115,Mon Jan 04 01:33:02 EST 2016,Luxelite LLC,CANCELED,0.0
Blanket,GQA10000116,Mon Jan 04 01:39:02 EST 2016,Luxelite LLC,RECEIVE_FAILED,271.0
Standard,GQA10000118,Mon Jan 04 09:25:37 EST 2016,Luxelite LLC,CANCELED,0.0
Standard,GQA10000312,Thu Feb 11 01:04:55 EST 2016,Luxelite LLC,CANCELED,0.0
Standard,GQA10000311,Thu Feb 11 01:00:32 EST 2016,Luxelite LLC,CANCELED,90.0
Standard,GQA10000315,Thu Feb 11 01:29:28 EST 2016,Luxelite LLC,RELEASED,133.0
Standard,GQA10000534,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000533,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000597,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000532,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000531,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000568,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000530,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000529,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10001370,Fri Apr 01 06:31:52 EDT 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000528,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000596,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000527,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000590,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000595,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000454,Thu Feb 18 04:08:23 EST 2016,Luxelite LLC,CANCELED,90.0
Standard,GQA10000567,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000526,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000525,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000566,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000565,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000564,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000563,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000558,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000520,Thu Feb 18 11:55:57 EST 2016,Luxelite LLC1,CANCELED,0.0
Standard,GQA10000594,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000452,Thu Feb 18 03:46:46 EST 2016,Luxelite LLC,CANCELED,90.0
Standard,GQA10000524,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000523,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000593,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000562,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000560,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000561,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000592,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000522,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000521,Thu Feb 18 20:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000920,Wed Mar 02 05:24:34 EST 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000438,Tue Feb 16 01:23:38 EST 2016,Luxelite LLC,RELEASED,90.0
Standard,GQA10000919,Wed Mar 02 04:49:29 EST 2016,Luxelite LLC1,OPEN,30.0
Standard,GQA10000912,Mon Feb 29 04:56:16 EST 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000591,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000918,Wed Mar 02 04:42:35 EST 2016,Luxelite LLC1,OPEN,2740.0
Standard,GQA10000376,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000375,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000374,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000373,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000372,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000371,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000370,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000369,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000368,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000367,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000366,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000326,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000324,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000360,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000357,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000350,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000348,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000380,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000388,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000391,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000402,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000406,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000410,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000417,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000390,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000401,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000337,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000336,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000331,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000328,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000327,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000325,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000322,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000320,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000364,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000363,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000362,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000361,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000353,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000349,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000316,Wed Jan 13 07:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000347,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000383,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000393,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000396,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000397,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000398,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000399,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000407,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000408,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000409,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000365,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000340,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000334,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000321,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000318,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000359,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000356,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000355,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000354,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000345,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000344,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000343,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000379,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000381,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000382,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000384,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000385,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000387,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000389,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000394,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000395,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000404,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000405,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000411,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000412,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000341,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000338,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000335,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000333,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000332,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000329,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000323,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000319,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000358,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000351,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000317,Wed Jan 13 07:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000378,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000386,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000392,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000400,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000403,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000413,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000414,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000415,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000416,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000418,Thu Feb 11 13:01:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000056,Wed Dec 23 02:19:33 EST 2015,Luxelite LLC,RECEIVED,147.0
Standard,GQA10000057,Wed Dec 23 02:20:15 EST 2015,Luxelite LLC,RECEIVED,1258.0
Standard,GQA10000058,Wed Dec 23 02:20:39 EST 2015,Luxelite LLC,RECEIVED,147.0
Standard,GQA10000060,Wed Dec 23 02:23:44 EST 2015,Luxelite LLC,RECEIVED,137.0
Standard,GQA10000065,Thu Dec 24 08:30:16 EST 2015,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000067,Tue Dec 29 13:30:00 EST 2015,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000070,Tue Dec 29 10:58:49 EST 2015,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000071,Tue Dec 29 17:36:42 EST 2015,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000072,Tue Dec 29 17:48:50 EST 2015,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000074,Wed Dec 30 02:36:46 EST 2015,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000276,Fri Jan 22 04:46:46 EST 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000277,Fri Jan 22 11:33:08 EST 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000278,Fri Jan 22 12:29:36 EST 2016,Luxelite LLC,RECEIVED,10330.0
Standard,GQA10000281,Sat Jan 23 01:18:32 EST 2016,Luxelite LLC,RECEIVED,10920.0
Standard,GQA10000289,Fri Jan 29 11:42:57 EST 2016,Luxelite LLC,RECEIVED,10916.0
Standard,GQA10000615,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000616,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000451,Thu Feb 18 03:44:31 EST 2016,Luxelite LLC1,CANCELED,0.0
Standard,GQA10000453,Thu Feb 18 03:50:33 EST 2016,Luxelite LLC2,RECEIVED,134.0
Standard,GQA10000518,Thu Feb 18 10:56:47 EST 2016,Luxelite LLC1,CANCELED,0.0
